"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date"
"AOS5324","Hawthorne","Los Angeles County","CA","Hawthorne Police Department","Police","The Wolfcom Enterprises donated 40 body-worn cameras along with 40 software licenses and docking stations to the Hawthorne Police Department. ","Municipal","Body-worn Cameras","Wolfcom","http://bodycamerareviews.com/california-hawthorne-gets-donated-wolfcom-body-cameras/","","Police Body Camera Reviews","","","https://time.com/3137048/ferguson-body-worn-cameras-police-hawthorne/","","TIME magazine","","08/18/14","https://losangeles.cbslocal.com/2014/08/19/hawthorne-mayor-police-chief-call-for-body-cameras-on-officers/","","CBSN Los Angeles","","08/19/2014"
"AOS5325","Liberty","Liberty County","TX","Liberty County Sheriff's Office","Sheriff","The Liberty County Sheriff's Office bought 53 body-worn cameras in 2015.","County","Body-worn Cameras","Pro-Vision","http://www.libertytxsheriff.com/NewsReleases/SheriffBobbyRaderhasannouncedafteralmostayear-longpainstaki.aspx","","Liberty County Sheriff's Office press release","","12/28/2015","https://www.12newsnow.com/article/news/liberty-county-sheriffs-office-to-issue-body-cameras/269263557","","12News (KBMT-TV)","","01/07/2016","https://www.khou.com/article/news/local/liberty-county-sheriffs-office-issuing-body-cameras/285-411588180","","KHOU 11","","12/28/2015"
"AOS5326","Okemos","Ingham County","MI","Meridian Township Police Department","Police","The Meridian Township Police Department started using L3 body-worn cameras in 2015, but switch to Axon cameras in 2018. ","Municipal","Body-worn Cameras","Axon","https://www.meridian.mi.us/Home/Components/News/News/3489/","","Meridan Township newsletter.","","11/30/2018","","","","","","","","","",""
"AOS5327","Greenwich","Fairfield County","CT","Greenwich Police Department","Police","The Greenwich Police Department has used automated license plate readers since 2008.","Municipal","Automated License Plate Readers","","https://www.greenwichtime.com/local/article/License-plate-readers-a-great-tool-for-cops-10422383.php","","Greenwich Time","","10/30/2016","","","","","","","","","",""
"AOS5328","North Canton","Stark County","OH","North Canton Police Department","Police","Officers in the North Canton Police Department wear body-worn cameras, according to photos on the agency's Facebook page. ","Municipal","Body-worn Cameras","","https://www.facebook.com/NorthCantonPoliceDepartment/photos/a.621765424563587/3624843704255729/?type=3&theater","","North Canton Police Department","","04/01/2020","","","","","","","","","",""
"AOS5330","","Washington County, Wayne County, Tuscarawas County, Summit County, Stark County, Richland County, Noble County, Muskingum County, Morgan County, Licking County, Knox County, Harrison County, Holmes County, Guernsey County, Coshocton County, Carroll County, Belmont County, Ashland County","OH","Muskingum Watershed Conservancy District","Rangers","The Muskingum Watershed Conservancy District rangers' body-worn cameras were upgraded in 2016.","Cross-jurisdictional","Body-worn Cameras","","https://www.mwcd.org/upload/2016_annual_report_of_operations.pdf","","Muskingum Watershed Conservancy District 2016 Annual Report of Operations","","2016","","","","","","","","","",""
"AOS5331","Valdosta","County of Lowndes","GA","Lowndes County Sheriff's Office","Sheriff","The Lowndes County Sheriff's Office spends $150,000 a year on body-worn cameras. ","County","Body-worn Cameras","Axon","https://www.valdostadailytimes.com/news/local_news/ever-vigilant-body-cams-keep-police-on-the-record/article_d9ea301a-822d-5edd-b98f-8a6939727dd8.html","","Valdosta Daily Times","","04/21/2019","","","","","","","","","",""
"AOS5332","South Windsor","Hartford County","CT","South Windsor Police Department","Police","The South Windsor Police Department received $26,000 from the Hartford Evergreen Lodge of Freemasons to buy 24 body-worn cameras in 2015.","Municipal","Body-worn Cameras","","https://www.wtnh.com/news/connecticut/hartford/grant-gives-south-windsor-police-body-cameras/1117512782/","","WTNH News 8","","05/26/2015","https://www.nbcconnecticut.com/news/local/donations-make-body-cams-possible-for-south-windsor-police/1979432/","","NBC Connecticut","","01/19/2016","","","","",""
"AOS5333","Albany","Albany County","NY","Albany Police Department","Police","The U.S. Department of Justice awarded $133,305 to the Albany Police Department in 2015 as part of the Bureau of Justice Assistance's body-worn camera grant program. APD purchased 250 Axon body-worn cameras in 2017.","Municipal","Body-worn Cameras","Axon","https://www.timesunion.com/news/article/Albany-police-to-begin-wearing-body-cameras-on-12329084.php","","Times Union","","11/03/2017","https://www.documentcloud.org/documents/6573651-2015-BWCPIP-Award-Fact-Sheet.html","","U.S Department of Justice","","2015","","","","",""
"AOS5334","Fullerton","Orange County","CA","California State University Fullerton Police Department","Police","The California State University Fullerton Police Department purchased 140 Axon body-worn cameras in 2014 for $650,300.","University","Body-worn Cameras","Axon","https://police.fullerton.edu/documents/policies/chapter4/4-14%20Body%20Worn%20Cameras.pdf","","California State University Fullerton Police Department","","08/19/2015","https://dailytitan.com/2014/09/police-body-cameras-will-benefit-both-officers-and-public/","","Daily Titan","","09/22/2014","","","","",""
"AOS5335","Socorro","Socorro County","NM","Socorro County Sheriff's Office","Sheriff","The Socorro County Fire Marshall’s Office purchased 34 body-worn-cameras from Wolfcom in August 2018 for the Socorro County Sheriff’s Office and Socorro Police Department.","County","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/socorro-county-sheriffs-office-and-police-department-select-wolfcom-police-body-cameras/","","Wolfcom","","08/08/2018","","","","","","","","","",""
"AOS5336","Socorro","Socorro County","NM","Socorro Police Department","Police","The Socorro County Fire Marshall’s Office purchased 34 body-worn-cameras from Wolfcom in August 2018 for the Socorro County Sheriff’s Office and Socorro Police Department.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/socorro-county-sheriffs-office-and-police-department-select-wolfcom-police-body-cameras/","","Wolfcom","","08/08/2018","","","","","","","","","",""
"AOS5337","Sturgis","Meade County","SD","Sturgis Police Department","Police","The Sturgis Police Department bought eight body-worn cameras in 2015.","Municipal","Body-worn Cameras","","https://wsbt.com/news/local/sturgis-police-to-wear-body-cameras","","WSBT22","","10/30/2015","","","","","","","","","",""
"AOS5338","Burlington","Boone County","KY","Boone County Sheriff's Office","Sheriff","The Boone County Sheriff's Office spent $17,700 on Wolfcom body-worn cameras in 2016.","County","Body-worn Cameras","Wolfcom","https://www.facebook.com/bcsoky/posts/1287841304604392","","Agency Facebook post","","4/5/2017","https://www.boonecountyky.org/BCSO%20Body%20Worn%20Video%20Recorders.pdf","","Boone County Sheriff's Office Policy and Procedures","","1/1/2017","https://www.boonecountyky.org/document_center/BooneConservation/finance/FY16_Vendor_History_Report.pdf","","Government website","","7/21/2016"
"AOS5339","Bellbrook","Greene","OH","Bellbrook Police Department","Police","The Bellbrook Police Department spent $16,000 on body-worn cameras in 2017. ","Municipal","Body-worn Cameras","","http://www.cityofbellbrook.org/page/open/1738/0/2016-12-12_Attachment_2017_Budget_Presentation.pdf","","City of Bellbrook, Ohio","","12/12/2016","http://www.cityofbellbrook.org/page/open/1832/0/2017-07-10.pdf","","City of Bellbrook, OH","","07/10/2017","","","","",""
"AOS5341","Pampa","Gray County","TX","Gray County Sheriff's Office","Sheriff","The Grey County Sheriff's Office received a grant to purchase 14 body-worn cameras in 2018..","County","Body-worn Cameras","","https://thepampanews.com/gray-county-commissioners-court-address-lighting-issues-perry-lefors-field","","The Pampa News","","02/01/2018","","","","","","","","","",""
"AOS5342","Walker","Cass County","MI","Cass County Sheriff's Office","Sheriff","The Cass County Sheriffs Office ordered 5 ViperWide Angle I.R. body-worn cameras in 2016.","County","Body-worn Cameras","ViperWave","https://www.michigan.gov/documents/lara/Section_902_Medical_Marihuana_Grant_Report_540026_7.pdf","","Bureau of Professional Licensing Fiscal Year 2016 Report to the Legislature","","10/27/2016","","","","","","","","","",""
"AOS5343","Valhalla","Westchester County","NY","Mount Pleasant Police Department","Police","The Mount Pleasant Police Department uses automated license plate readers. ","Municipal","Automated License Plate Readers","","https://www.aclu.org/files/FilesPDFs/ALPR/new-york/alprpra_mountpleasantpolicedepartment_mountpleasantny_1.pdf","","ACLU ","","12/20/12","","","","","","","","","",""
"AOS5344","Orrville","Wayne County","OH","Orrville Police Department","Police","The Orrville Police Department uses body-worn cameras. In 2015, the agency had 16 cameras. ","Municipal","Body-worn Cameras","","https://otfca.net/orrville-police-department-start-using-body-cameras/","","Ohio Task Force Commanders Agency","","06/16/2015","https://www.facebook.com/OrrvillePD/photos/a.10152808196413107/10157106254758107/?type=3&theater","","Orville Police Department","","02/04/2020","","","","",""
"AOS5345","Wooster","Wayne County","OH","Wooster Police Department","Police","The Wooster Police Department implemented body-worn cameras for all patrol officers in January 2015.","Municipal","Body-worn Cameras","Axon","https://www.woosteroh.com/sites/default/files/2018-11/Spring_2015_Newsletter.pdf","","City of Wooster newsletter","","06/2015","","","","","","","","","",""
"AOS5346","Raton","Colfax County","NM","Raton Police Department","Police","The Raton Police Department upgraded its Axon body-worn cameras in 2014.","Municipal","Body-worn Cameras","Axon","https://s22.q4cdn.com/113350915/files/doc_news/Ontario-Provincial-Police-Orders-1-879-TASER-X2-Smart-Weapons-2014_12_22.pdf","","Axon ","","12/22/2014","","","","","","","","","",""
"AOS5347","Saranac Lake","Franklin County","NY","Saranac Lake Police Department","Police","The Saranac Lake Police Department in 2014.","Municipal","Body-worn Cameras","","https://www.northcountrypublicradio.org/news/story/26922/20141216/franklin-county-buys-16-body-worn-cameras-with-drug-forfeiture-money","","North County Public Radio","","12/16/2014","","","","","","","","","",""
"AOS5348","Taos","Taos County","NM","Taos Police Department","Police","The Taos Police Department signed a 5-year agreement with Axon for 22 body-worn cameras in 2017.","Municipal","Body-worn Cameras","Axon","https://www.taosgov.com/documentcenter/view/304","","Town of Taos","","03/06/2017","","","","","","","","","",""
"AOS5349","Centerville","Houston County","GA","Centerville Police Department","Police","The Centerville Police Department purchased 12 CopTrax ""smart glasses"" in 2015.","Municipal","Body-worn Cameras","CopTrax ","https://www.macon.com/news/local/community/houston-peach/article30226188.html","","The Telegraph","","04/11/2015","","","","","","","","","",""
"AOS5351","Knoxville","Knox County","TN","Knoxville Police Department","Police","The Knoxville Police Department has been using automated license plate readers since 2015.","Municipal","Automated License Plate Readers","","https://www.knoxmercury.com/2016/04/20/license-plate-telling-kpds-automatic-readers/","","Knoxville Mercury","","04/20/2016","","","","","","","","","",""
"AOS5352","Poughkeepsie","Dutchess County","NY","Dutchess County Sheriff's Office","Sheriff","The Dutchess County Sheriff's Office has been using automated license plate readers since at least 2012. The state legislature provide the sheriff's office with $50,000 for additional ALPR technology in 2020.","County","Automated License Plate Readers","","https://www.aclu.org/files/FilesPDFs/ALPR/new-york/14942-14944Dutchess%20County.pdf","","ACLU FOIA/FOIL request response sourced from ACLU.org","","12/07/2012","https://www.theharlemvalleynews.net/?p=53534","","Local news","","02/02/2020","","","","",""
"AOS5353","Garden Grove","Orange County","CA","Garden Grove Police Department","Police","The Garden Grove Police Department purchased WatchGuard body-worn cameras in 2018.","Municipal","Body-worn Cameras","WatchGuard","https://watchguardvideo.com/news/garden-grove-pd-officers-begin-using-watchguard-integrated-body-cameras","","WatchGuard","","04/11/2018","","","","","","","","","",""
"AOS5354","Mount Shasta","Siskiyou County","CA","Mount Shasta Police Department","Police","The Mount Shasta Police Department uses body-worn cameras. ","Municipal","Body-worn Cameras","Axon","https://www.facebook.com/mtshastapolice/photos/a.263170707162138/2000587993420392","","Mount Shasta Police Department","","11/29/2019","","","","","","","","","",""
